version,form_group,displayed_item_number,bank_id,blueprint_slot_id,question_family_id,mastery_goal_id,evidence_point_id,learning_target,i_can,practice_standard,item_type,representation,task_architecture,natural_dok,expected_evidence,scoring_reference,calculator_rule,security_level,notes
V5,makeup,5,U1-SUM-V5-Q05,U1-SUM-SLOT05,U1-SUM-MU5-FAM05,U1-MG02,U1-EP-SUM-V5-S05,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Distinguish equivalent from nonequivalent rewrites.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,paired expressions,compare pairs -> identify property-preserving equivalence,2,Distinguish equivalent from nonequivalent rewrites.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V5,makeup,6,U1-SUM-V5-Q06,U1-SUM-SLOT06,U1-SUM-MU5-FAM06,U1-MG02,U1-EP-SUM-V5-S06,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Critique an algebraic rewrite and explain the property/sign issue.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,error analysis,classify variable parts -> critique like-term error -> correct expression,3,Critique an algebraic rewrite and explain the property/sign issue.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V5,makeup,7,U1-SUM-V5-Q07,U1-SUM-SLOT07,U1-SUM-MU5-FAM07,U1-MG03,U1-EP-SUM-V5-S07,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,Solve a one-variable equation and verify the solution.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,balance-model description | equation,verbal balance representation -> equation -> solve -> verify,2,Solve a one-variable equation and verify the solution.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V5,makeup,8,U1-SUM-V5-Q08,U1-SUM-SLOT08,U1-SUM-MU5-FAM08,U1-MG04,U1-EP-SUM-V5-S08,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Connect a one-variable inequality to its solution-set boundary and direction.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,number line | inequality,number-line figure -> inequality -> endpoint interpretation,2,Connect a one-variable inequality to its solution-set boundary and direction.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V5,makeup,9,U1-SUM-V5-Q09,U1-SUM-SLOT09,U1-SUM-MU5-FAM09,U1-MG03,U1-EP-SUM-V5-S09,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,"Construct, solve, and interpret a contextual equation.",Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,table | context | equation,cost table -> infer linear equation -> solve target cost,2,"Construct, solve, and interpret a contextual equation.",Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V5,makeup,10,U1-SUM-V5-Q10,U1-SUM-SLOT10,U1-SUM-MU5-FAM10,U1-MG04,U1-EP-SUM-V5-S10,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Construct and interpret an inequality for a contextual constraint.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,context | inequality,physical capacity constraint -> inequality -> discrete maximum,2,Construct and interpret an inequality for a contextual constraint.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V5,makeup,11,U1-SUM-V5-Q11,U1-SUM-SLOT11,U1-SUM-MU5-FAM11,U1-MG03,U1-EP-SUM-V5-S11,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,Verify whether a proposed value satisfies an equation.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,reverse solution check,given solution -> test candidate equations,2,Verify whether a proposed value satisfies an equation.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V5,makeup,12,U1-SUM-V5-Q12,U1-SUM-SLOT12,U1-SUM-MU5-FAM12,U1-MG04,U1-EP-SUM-V5-S12,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Solve an inequality and correctly reverse direction when dividing by a negative.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,error analysis | inequality,critique negative-division inequality error -> corrected set,2,Solve an inequality and correctly reverse direction when dividing by a negative.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V6,makeup,1,U1-SUM-V6-Q01,U1-SUM-SLOT03,U1-SUM-MU6-FAM03,U1-MG01,U1-EP-SUM-V6-S03,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Compute with rational numbers and make a defensible reasonableness check.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,fractions | decimals | number sense,compare rational forms -> order -> compute spread,2,Compute with rational numbers and make a defensible reasonableness check.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V6,makeup,2,U1-SUM-V6-Q02,U1-SUM-SLOT06,U1-SUM-MU6-FAM06,U1-MG02,U1-EP-SUM-V6-S06,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Critique an algebraic rewrite and explain the property/sign issue.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,solution pathways | error analysis,compare two rewrite pathways -> identify valid property use,3,Critique an algebraic rewrite and explain the property/sign issue.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V6,makeup,3,U1-SUM-V6-Q03,U1-SUM-SLOT09,U1-SUM-MU6-FAM09,U1-MG03,U1-EP-SUM-V6-S09,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,"Construct, solve, and interpret a contextual equation.",Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,rule | table | equation,rule + target output -> identify table/input -> express solved equation,2,"Construct, solve, and interpret a contextual equation.",Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V6,makeup,4,U1-SUM-V6-Q04,U1-SUM-SLOT12,U1-SUM-MU6-FAM12,U1-MG04,U1-EP-SUM-V6-S12,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Solve an inequality and correctly reverse direction when dividing by a negative.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,reverse inequality reasoning,given solution set -> select negative-coefficient inequality,2,Solve an inequality and correctly reverse direction when dividing by a negative.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V6,makeup,5,U1-SUM-V6-Q05,U1-SUM-SLOT02,U1-SUM-MU6-FAM02,U1-MG01,U1-EP-SUM-V6-S02,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Evaluate an algebraic expression accurately after substitution.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,expression | reverse reasoning,target expression value -> reverse test candidate inputs,2,Evaluate an algebraic expression accurately after substitution.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V6,makeup,6,U1-SUM-V6-Q06,U1-SUM-SLOT05,U1-SUM-MU6-FAM05,U1-MG02,U1-EP-SUM-V6-S05,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Distinguish equivalent from nonequivalent rewrites.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,paired expressions,compare multiple expression pairs -> structural equivalence selection,2,Distinguish equivalent from nonequivalent rewrites.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V6,makeup,7,U1-SUM-V6-Q07,U1-SUM-SLOT08,U1-SUM-MU6-FAM08,U1-MG04,U1-EP-SUM-V6-S08,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Connect a one-variable inequality to its solution-set boundary and direction.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,number line | inequality,different number-line figure -> inequality -> open-boundary interpretation,2,Connect a one-variable inequality to its solution-set boundary and direction.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V6,makeup,8,U1-SUM-V6-Q08,U1-SUM-SLOT11,U1-SUM-MU6-FAM11,U1-MG03,U1-EP-SUM-V6-S11,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,Verify whether a proposed value satisfies an equation.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,multiple_choice,reverse equation reasoning,given solution -> select compatible original equation,2,Verify whether a proposed value satisfies an equation.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V6,makeup,9,U1-SUM-V6-Q09,U1-SUM-SLOT01,U1-SUM-MU6-FAM01,U1-MG01,U1-EP-SUM-V6-S01,"Compute with rational numbers and evaluate numerical or algebraic expressions accurately, using order of operations and substitution while checking reasonableness.",Compute with signed rational quantities and interpret the sign/magnitude.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,signed positions | context,signed position sequence -> accumulate changes -> interpret reference,2,Compute with signed rational quantities and interpret the sign/magnitude.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V6,makeup,10,U1-SUM-V6-Q10,U1-SUM-SLOT04,U1-SUM-MU6-FAM04,U1-MG02,U1-EP-SUM-V6-S04,"Rewrite algebraic expressions into equivalent forms by using properties, structure, terms, factors, and the distributive property.",Rewrite an expression into a correct equivalent form using properties.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,algebra-tile description | symbolic expression,verbal algebra-tile grouping -> symbolic grouped form -> simplify,2,Rewrite an expression into a correct equivalent form using properties.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V6,makeup,11,U1-SUM-V6-Q11,U1-SUM-SLOT07,U1-SUM-MU6-FAM07,U1-MG03,U1-EP-SUM-V6-S07,Solve one-variable equations with equivalent transformations and verify and interpret solutions.,Solve a one-variable equation and verify the solution.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,verbal statement | equation,verbal relationship -> equation -> solve -> verbal check,2,Solve a one-variable equation and verify the solution.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
V6,makeup,12,U1-SUM-V6-Q12,U1-SUM-SLOT10,U1-SUM-MU6-FAM10,U1-MG04,U1-EP-SUM-V6-S10,"Solve one-variable inequalities, represent solution sets on number lines, and interpret boundaries and constraints.",Construct and interpret an inequality for a contextual constraint.,Reason quantitatively; use structure and properties; check solutions and interpret constraints in context,constructed_response,context | inequality | discrete solutions,constraint -> inequality -> enumerate discrete solution set,2,Construct and interpret an inequality for a contextual constraint.,Unit 1 Assessment Plan — secure Meeting evidence,local course policy,secure,makeup form uses substantively different task architecture
