bank_id,section,destination,priority_phase,issue_category,issue_severity,original_status,repair_action,student_prompt_changed,answer_changed,figure_or_table_changed,metadata_changed,original_prompt_hash,final_prompt_hash,validation_method,final_status,notes
U2-S2-PS3-R04,2.2,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,9968cc67f48b2ef688a3d6fccfd0c7084c8a0ebc3d4b74f6fb2151b0b9c95933,2dfddf045e0b6d340938cd52fadc4cedd3a87250da3c2e8611dbb8137d358cd0,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S2-XP-I03,2.2,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,42e9ea787c87a6ba8655040c978969e2baf9a6e18d3ff404d0191e5ee28ff20e,42e9ea787c87a6ba8655040c978969e2baf9a6e18d3ff404d0191e5ee28ff20e,Question-family classification review,PASS,
U2-S2-XP-I06,2.2,Extra Practice,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,eb85d4b6cbb1a7b2b96b3f1d4ca7fb9bd93aa829b61c705706cc53a492461760,bd491045128c52a4032661910848c410cd4924d8298652e7bd3e0c0fef29f687,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S2-XP-I07,2.2,Extra Practice,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,07540e1cd66614cfee522ff484f7d04b183232123f63217abb8643b46b73914a,e3c5f987ce0d97fa91db9e027b705449c44d21d050404af3da8d2e2dfb7d06be,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S2-XP-M03,2.2,Extra Practice,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,b5d788007a7020ec9630e4f8e571044951320a58a1f75c3f24e8bd5e88668a38,a27b147631f033d07bc596bebf698dc1a12bb0347f0e3d08cd80c38a2c0f6be1,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S2-XP-M04,2.2,Extra Practice,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,bc14005868ecf8518d9061e578ae64e6f66dbd42d07bbb560ede27c36e51fc0c,201d77117a8a6c02381758450b9733e291e2b970e586f5efad9726036943c7e0,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S2-XP-R01,2.2,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,776000c011aac1749d3e75421cf76c444dae1d1f1b7bd17ae0534ee715d2e212,776000c011aac1749d3e75421cf76c444dae1d1f1b7bd17ae0534ee715d2e212,Question-family classification review,PASS,
U2-S2-XP-R03,2.2,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,663e99330dc6d7ba837bef41573c55f3262d44961ec8c2258dd50bbfc4cdc373,663e99330dc6d7ba837bef41573c55f3262d44961ec8c2258dd50bbfc4cdc373,Question-family classification review,PASS,
U2-S2-XP-R04,2.2,Extra Practice,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,e4dd9a96caa990d3011958f444af9e4fb7309fc294c78073290d125134f0c8bd,982155fbe1ec2bf882f71730bb792af083f3e6c533c9881db90b1d5f1b1aefa3,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S3-ET-A-M01,2.3,Exit Ticket A,5,formative_security_semantic_near_duplicate,MAJOR,REPLACE,"Re-architected formative-secure evidence while preserving Bank ID, Mastery Goal, and evidence point.",true,true,false,true,fc33270b34997ff16f3a2b54f0e4653038cf96c440c54ead7a7a6f248d19189c,ad7c2afd279c11e3f18f77eb5b6726d1431cc68d0a4f87c6e8bbb9e2b4fa2565,"Semantic comparison across values, representation, reasoning action, context, and response type",PASS,
U2-S3-ET-B-M01,2.3,Exit Ticket B,5,generic_pseudocontext,MINOR,POLISH,Replaced generic service wording with a concrete context and synchronized the key.,true,true,false,true,c205ab557d1d97850c1e824aa85dbef8ff13e8a6ec5f7562707d7ae2031404ea,c043b08ee6c3547c1de8579e2c4f361a6a2c0a7269bc7bd0c38de6cee5c69929,Final language/pseudocontext audit,PASS,
U2-S3-ET-B-M02,2.3,Exit Ticket B,5,formative_security_semantic_near_duplicate,MAJOR,REPLACE,"Re-architected formative-secure evidence while preserving Bank ID, Mastery Goal, and evidence point.",true,true,false,true,f44db433c4e29e77932531a758cde8ca1a60994f88176146c548381d7b1e4638,dfe9b1668e63a3ecb11501149b877247b0232988eae7e18d17c5e405f2cb1cee,"Semantic comparison across values, representation, reasoning action, context, and response type",PASS,
U2-S3-NOTE-EX04,2.3,Notes Example,2,generic_pseudocontext,MAJOR,POLISH,Replaced generic service wording with a concrete bike-rental context while preserving the instructional mathematics and figure.,true,true,false,true,80407a430b47ecedba5bcc68b860d322dcb8b2779a4a44c5ea84c963950390b5,4423bbd6601ad50b789befc8dbcdf878823b425346f30481a456aac8a7968742,WTC/Notes gate + Framework language/source-enrichment review,PASS,
U2-S3-PS1-I02,2.3,Practice Set 1,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,e33b2ded4d7f2a28b1ffee7e95bb025a103e39f20d289cb2cc92a481b9ff1458,e33b2ded4d7f2a28b1ffee7e95bb025a103e39f20d289cb2cc92a481b9ff1458,Question-family classification review,PASS,
U2-S3-PS1-I03,2.3,Practice Set 1,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,9203f5a7819d3a7f3155711f9381e9622874ff35a51c85ec49b0d5a185e2992c,9203f5a7819d3a7f3155711f9381e9622874ff35a51c85ec49b0d5a185e2992c,Question-family classification review,PASS,
U2-S3-PS1-I09,2.3,Practice Set 1,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,adbde267187252fd5c9cf49396f9dc0aa81c56f85eca50eb98238f4c1427230d,adbde267187252fd5c9cf49396f9dc0aa81c56f85eca50eb98238f4c1427230d,Question-family classification review,PASS,
U2-S3-PS1-M01,2.3,Practice Set 1,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,fc954d7ca1fe50574204ca064b119a8e1194fe3e1bf80d9cf1f375f5f7a9bdf7,fc954d7ca1fe50574204ca064b119a8e1194fe3e1bf80d9cf1f375f5f7a9bdf7,Question-family classification review,PASS,
U2-S3-PS1-M03,2.3,Practice Set 1,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,12e6bd23b45de105b12284fd366b2f47a6084b91af26dcbe5395aeb407c0aa9b,12e6bd23b45de105b12284fd366b2f47a6084b91af26dcbe5395aeb407c0aa9b,Question-family classification review,PASS,
U2-S3-PS2-I02,2.3,Practice Set 2,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,25e2a936e51fcbb5b9aab6f0ad9e9d626c5cb4c615c86e4d3bccd17174910024,25e2a936e51fcbb5b9aab6f0ad9e9d626c5cb4c615c86e4d3bccd17174910024,Question-family classification review,PASS,
U2-S3-PS2-I03,2.3,Practice Set 2,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,02b4ba96174e49292278728e6f55708d3bd3f93b0c2b6e9ddb3ab362436311d4,02b4ba96174e49292278728e6f55708d3bd3f93b0c2b6e9ddb3ab362436311d4,Question-family classification review,PASS,
U2-S3-PS2-I09,2.3,Practice Set 2,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,a14c19d676c7151a3ff6bda6bc9aab4fe130d018baa2e8adcb391fc8aff2694c,a14c19d676c7151a3ff6bda6bc9aab4fe130d018baa2e8adcb391fc8aff2694c,Question-family classification review,PASS,
U2-S3-PS2-M01,2.3,Practice Set 2,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,060d2b1b9e98a9f5c62b6c04f8f5242c3dd333292fe6032a4e311669b88a16e6,060d2b1b9e98a9f5c62b6c04f8f5242c3dd333292fe6032a4e311669b88a16e6,Question-family classification review,PASS,
U2-S3-PS2-M03,2.3,Practice Set 2,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,45b92aa258306ad3b802b8a1dca4e93cfaf0ba7694b7286d9e519f7e683acee2,45b92aa258306ad3b802b8a1dca4e93cfaf0ba7694b7286d9e519f7e683acee2,Question-family classification review,PASS,
U2-S3-PS2-R04,2.3,Practice Set 2,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,13c1034ba75c4fb709b91f43aed08767dffb741596421a2048373ce6b3da5a7a,c6666a7f6479e38d04363dfde191f927f99b3451d356b0aa2710efe22832c676,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S3-PS2-R05,2.3,Practice Set 2,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,e17cae8b9af1e9bdca40d88afc924742799f4205d86f0e052ea51f76ce4bcefe,6ec23486f8ae5bf8e4e8acb192eb8b1888fc5f6ee608de010991019832740f02,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S3-PS3-I02,2.3,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,64d73efe141d7264c42fd0b001ac9ade8a87f22e8f29fa68ff29b913e067e8e6,64d73efe141d7264c42fd0b001ac9ade8a87f22e8f29fa68ff29b913e067e8e6,Question-family classification review,PASS,
U2-S3-PS3-I03,2.3,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,24f2f6430db0dd2f7a62b50a66bd00ee684a019efd6de551942d64c891b482b1,24f2f6430db0dd2f7a62b50a66bd00ee684a019efd6de551942d64c891b482b1,Question-family classification review,PASS,
U2-S3-PS3-I09,2.3,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,9c0f02c96ceedc24afdd05a163866bbb84cbc910a3afc6d8bc105df1cc0a97c2,9c0f02c96ceedc24afdd05a163866bbb84cbc910a3afc6d8bc105df1cc0a97c2,Question-family classification review,PASS,
U2-S3-PS3-M02,2.3,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,937ac551247840244974dee97aa1c38695c8dc10e6a97e1bd6163338201f370d,937ac551247840244974dee97aa1c38695c8dc10e6a97e1bd6163338201f370d,Question-family classification review,PASS,
U2-S3-PS3-M04,2.3,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,04e7eea102701123f19522f9e34f6a49932c95982205a12aec756b776f0b1757,04e7eea102701123f19522f9e34f6a49932c95982205a12aec756b776f0b1757,Question-family classification review,PASS,
U2-S3-PS3-R04,2.3,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,d19374174fed25942bf034b5dd950b97f69e43b66ab703ae0f5ba5e49d691698,1460bbb393c500748e39792b4db1f0d8911b16f4d67a4e647f61cbe88fee8fb1,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S3-PS3-R05,2.3,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,0e8a6c658c9d08a1a65aab7a43d9d56d05cd834171c180d2da68cfe6f44b38d4,1432120ef9e84bdac95aa0aff8c5ef80c0b3157bf83b3208671cd6ae05d1a905,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S3-XP-I05,2.3,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,fadc552042d7832ed1d9319b5d0515a4528c53a05bdf94e3a811d30b33cfbb6b,fadc552042d7832ed1d9319b5d0515a4528c53a05bdf94e3a811d30b33cfbb6b,Question-family classification review,PASS,
U2-S3-XP-I07,2.3,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,578025e4e243e1180e32c801f14944ac5fbcb9b5fdf69b214c62af84ce95cb10,578025e4e243e1180e32c801f14944ac5fbcb9b5fdf69b214c62af84ce95cb10,Question-family classification review,PASS,
U2-S3-XP-I08,2.3,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,d5d9cbe8ea533f32c66e3d6d0e7af91099b728c33f53b90eaef035c110937f96,d5d9cbe8ea533f32c66e3d6d0e7af91099b728c33f53b90eaef035c110937f96,Question-family classification review,PASS,
U2-S3-XP-M01,2.3,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,a23176ab1ffabcfe19eb9ebc315f72c9588394fe2a1c23b5addb58021458ceee,a23176ab1ffabcfe19eb9ebc315f72c9588394fe2a1c23b5addb58021458ceee,Question-family classification review,PASS,
U2-S3-XP-M03,2.3,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,4526e14340f159975b5e533bba2864236ded6746e7c2b20e89b96ee6fd660848,4526e14340f159975b5e533bba2864236ded6746e7c2b20e89b96ee6fd660848,Question-family classification review,PASS,
U2-S3-XP-R04,2.3,Extra Practice,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,23c4118dc7c816c1cb91e74dfa82f5e4e2ed0b621f35be32aad5dfa1c86168ef,e7cf506a6fa5d6ea39afb53d2cf64154a5a21a9ce9a812c17633d47bcdf7233f,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S3-XP-R05,2.3,Extra Practice,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,cb13676dbdaf234fca976ff6561fca2c96df71a3223f0bdb050275d008c55fdb,476acb0a651b637526ceadef0210b9da19db2c36fe5e8e275782bce32f883de0,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S4-ET-A-M01,2.4,Exit Ticket A,5,formative_security_semantic_near_duplicate,MAJOR,REPLACE,"Re-architected formative-secure evidence while preserving Bank ID, Mastery Goal, and evidence point.",true,true,false,true,349a15dc32365fb08ed4ad8dad05359efd0550105d7b7310e233a7d825475ba8,a389c6448100d70ce14fcfbca171cefbc396856d94738228a7db9a84da48b6c4,"Semantic comparison across values, representation, reasoning action, context, and response type",PASS,
U2-S4-ET-A-M02,2.4,Exit Ticket A,5,formative_security_semantic_near_duplicate,MAJOR,REPLACE,"Re-architected formative-secure evidence while preserving Bank ID, Mastery Goal, and evidence point.",true,true,false,true,62ba622b79d60a021caca37eccd867e55d645c78f092b5ea92bf557975f6909b,b7a5075c5f9858b031839b94861f907c6b0f356ca82009f4143750f55afb998a,"Semantic comparison across values, representation, reasoning action, context, and response type",PASS,
U2-S4-ET-B-M01,2.4,Exit Ticket B,5,formative_security_semantic_near_duplicate,MAJOR,REPLACE,"Re-architected formative-secure evidence while preserving Bank ID, Mastery Goal, and evidence point.",true,true,false,true,bbe626a1c57fe3a1746c6c835df766e6a86b8ec9e43f26d15466704d4b85fda6,1031c8624e9ac4a9b12e8bd7bf1098a44e0cb566062233a026e35ba75a3d9332,"Semantic comparison across values, representation, reasoning action, context, and response type",PASS,
U2-S4-ET-B-M02,2.4,Exit Ticket B,5,formative_security_semantic_near_duplicate,MAJOR,REPLACE,"Re-architected formative-secure evidence while preserving Bank ID, Mastery Goal, and evidence point.",true,true,false,true,6c29ce335857f88a4598ca008804101dc266094159ae54edfb0196df33d3523a,a867f8fb7324ddec45b81cd1dec5203b4e4a27bea06af4ea7d589faac58fdd18,"Semantic comparison across values, representation, reasoning action, context, and response type",PASS,
U2-S4-ET-C-M01,2.4,Exit Ticket C,5,formative_security_semantic_near_duplicate,MAJOR,REPLACE,"Re-architected formative-secure evidence while preserving Bank ID, Mastery Goal, and evidence point.",true,true,false,true,8e53b5c51cd964a9a4592079403e9f612da54cadff9ec7d195eed0290cc2bccf,773dd54a07f32eda323515416c41b71e2f10920ff322a54b744d2269917b2208,"Semantic comparison across values, representation, reasoning action, context, and response type",PASS,
U2-S4-ET-C-M02,2.4,Exit Ticket C,5,formative_security_semantic_near_duplicate,MAJOR,REPLACE,"Re-architected formative-secure evidence while preserving Bank ID, Mastery Goal, and evidence point.",true,true,false,true,5ccb1ea56f599d17ef2f17fec2fac6bd49a4a530dd21999ea54e2e708348cd5f,46de1706ce5eced557188e8f9ae826ee9b67cf58e602232e5a57b014e1e7271a,"Semantic comparison across values, representation, reasoning action, context, and response type",PASS,
U2-S4-PS1-I02,2.4,Practice Set 1,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,c21ea4d834ea9c1a71945ad00f02b37fd457960d2aa196e371aaa7342fd35ffc,c21ea4d834ea9c1a71945ad00f02b37fd457960d2aa196e371aaa7342fd35ffc,Question-family classification review,PASS,
U2-S4-PS1-I07,2.4,Practice Set 1,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,43871cbb5e001edc33cfb85e7b6454199773ba9f85b7b5dd4e0290d5ca6d7ef4,43871cbb5e001edc33cfb85e7b6454199773ba9f85b7b5dd4e0290d5ca6d7ef4,Question-family classification review,PASS,
U2-S4-PS1-M01,2.4,Practice Set 1,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,8d555808c7fab17cc996e1dcd87ffdf71fbd8b62a1aed02b5a463e70d0b02127,8d555808c7fab17cc996e1dcd87ffdf71fbd8b62a1aed02b5a463e70d0b02127,Question-family classification review,PASS,
U2-S4-PS1-M02,2.4,Practice Set 1,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,0201f8f4ecb76059a02135b3bb9357aaffd6efb03a1ac7996a9f0082ac8e3db6,0201f8f4ecb76059a02135b3bb9357aaffd6efb03a1ac7996a9f0082ac8e3db6,Question-family classification review,PASS,
U2-S4-PS2-I02,2.4,Practice Set 2,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,fd1740664e723853f399b2c878ef86f92bf395b36597dc46f0c735835aac19d3,fd1740664e723853f399b2c878ef86f92bf395b36597dc46f0c735835aac19d3,Question-family classification review,PASS,
U2-S4-PS2-I07,2.4,Practice Set 2,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,d249aaa8c667a755134bfb5e476eb578369610400b45276d7df4d1696ebd69c6,d249aaa8c667a755134bfb5e476eb578369610400b45276d7df4d1696ebd69c6,Question-family classification review,PASS,
U2-S4-PS2-I08,2.4,Practice Set 2,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,4bbf21547c5e7dcfa82a59eab26919dfa0948c6382cf7feca098ff03461f9193,7eaa89ba36b089408ee2c3145723b5de671b242c1719e30fa566b6a806041cd7,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S4-PS2-M02,2.4,Practice Set 2,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,2524b140c27a8183c046cbc7247de760ee1782bb291f0b5fb282e6cacbbe6726,abd109ecd7829d3036f2bf87f9d5bf372d31c5782fce6ec6da3a8d0600c6f021,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S4-PS2-M04,2.4,Practice Set 2,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,cd0826779b550ab1ebc385866db23063cc64d9a88c92aba0c6efab3082b4669a,cd0826779b550ab1ebc385866db23063cc64d9a88c92aba0c6efab3082b4669a,Question-family classification review,PASS,
U2-S4-PS2-M05,2.4,Practice Set 2,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,87d68547cf1f436c2107702b95acd12b87f332a2fbf48a3c419d7b0101822389,87d68547cf1f436c2107702b95acd12b87f332a2fbf48a3c419d7b0101822389,Question-family classification review,PASS,
U2-S4-PS2-M06,2.4,Practice Set 2,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,2700e41141f14e9e444c5359719228707459e5f9ed2da1253848af7a74d7bfb4,647dbf2b006c90a1383b6d7d95a3efcfb99412aa122c6c065e6559a00b27cd43,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S4-PS3-I05,2.4,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,2196295f05f79a138d7a0670066fa88dbc9547e017cd83a2a34753b43c7cee24,2196295f05f79a138d7a0670066fa88dbc9547e017cd83a2a34753b43c7cee24,Question-family classification review,PASS,
U2-S4-PS3-I06,2.4,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,078ab8c5222327f38e8ccd6d02d9f8efc6821ca8190ba3973b9141ba1bd3d5e0,57b36cad20c9b7a3295208a4ee640037e1df90155ce13a887138ca2bab8a27c5,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S4-PS3-I09,2.4,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,d5fee08a7af95180126ee3217a53dbf6265fe194ad70117cdcf97e19fbda8639,d5fee08a7af95180126ee3217a53dbf6265fe194ad70117cdcf97e19fbda8639,Question-family classification review,PASS,
U2-S4-PS3-M01,2.4,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,81c7a3260e21cd918e0a15a328f2086bff384e2aa18946f1591de883cf0707c1,81c7a3260e21cd918e0a15a328f2086bff384e2aa18946f1591de883cf0707c1,Question-family classification review,PASS,
U2-S4-PS3-M02,2.4,Practice Set 3,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,4ab0b739ff05f3d0dc054642f2bae43f68034e8c787e05bea634158451f975a9,4ab0b739ff05f3d0dc054642f2bae43f68034e8c787e05bea634158451f975a9,Question-family classification review,PASS,
U2-S4-PS3-M03,2.4,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,95b49426e102236fe712ca06dc512dacacc9542dd3e7a1d2e3742439a67dca4f,204b2743e5bb0d9416c52195a96c6d90cdf53ee8cb7cb05ed8edd6528990482e,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S4-PS3-M05,2.4,Practice Set 3,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,f536780eebec830aabae07c7bff2d85eb698c62975f2e6ffef2358f4c086d5ad,9acb2095909f142b150387817d6f59962ed7c8057dc4d7102b9b4c7665b8c2ac,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S4-XP-I01,2.4,Extra Practice,3,practice_family_fake_variety,MAJOR,REPLACE,"Introduced meaningful family-level variation in representation, reasoning direction, context, or misconception while preserving coverage and stable ID.",true,true,false,true,dab87900ecfb7afee969f8b18f39ee5db103b23f51cf6dfa90fe081bb536b4ae,549f4fc304541d635fe067d30adb6455551e3aebbc2db1482d315cf28d02d25d,Four-form question-family semantic comparison against Spiral PM form-variety rule,PASS,
U2-S4-XP-I04,2.4,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,c7f87035c4505bda16b586f933b64205a16a05263c3084b18b3f0a7b74f94667,c7f87035c4505bda16b586f933b64205a16a05263c3084b18b3f0a7b74f94667,Question-family classification review,PASS,
U2-S4-XP-I09,2.4,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,6b30220ee7f7521e26b40b231bcac7f1e74b00ed33c9182d932b0a223a5cf812,6b30220ee7f7521e26b40b231bcac7f1e74b00ed33c9182d932b0a223a5cf812,Question-family classification review,PASS,
U2-S4-XP-M01,2.4,Extra Practice,3,stale_variation_mode_metadata,MAJOR,REPAIR,Preserved legitimate routine parallel content and corrected variation_mode to routine procedural parallelism.,false,false,false,true,8fa7e6fef2df160a7b6b28d1b710edf682f6227780a47e71529bf4132cab29e2,8fa7e6fef2df160a7b6b28d1b710edf682f6227780a47e71529bf4132cab29e2,Question-family classification review,PASS,
