bank_id,destination,section,exact_i_can,question_family_id,variation,task_architecture,representation,response_type,mastery_goal,summative_version,secure
U2-S21-EXITTICKETA-03,Exit Ticket A,2.1,I can apply slope calculations to interpret constant change between quantities.,slope_sign_special,ETA-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Graph / Context,constructed response,,,False
U2-S21-EXITTICKETA-04,Exit Ticket A,2.1,I can determine whether a slope value is reasonable for a given context.,reasonableness_error,ETA-4,ERROR-CRITIQUE-CLAIM-01,Context / Equation,constructed response,,,False
U2-S21-EXITTICKETB-01,Exit Ticket B,2.1,I can apply an input-output rule to generate missing values and ordered pairs.,review_evidence,ETB-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed response,,,False
U2-S21-EXITTICKETB-02,Exit Ticket B,2.1,I can apply an input-output rule to generate missing values and ordered pairs.,review_evidence,ETB-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed response,,,False
U2-S21-EXITTICKETB-03,Exit Ticket B,2.1,I can apply an input-output rule to generate missing values and ordered pairs.,review_evidence,ETB-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed response,,,False
U2-S21-EXITTICKETB-04,Exit Ticket B,2.1,I can apply an input-output rule to generate missing values and ordered pairs.,review_evidence,ETB-4,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed response,,,False
U2-S21-EXITTICKETC-01,Exit Ticket C,2.1,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_evidence,ETC-1,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed response,U2-MG03,,False
U2-S21-EXITTICKETC-02,Exit Ticket C,2.1,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_evidence,ETC-2,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed response,U2-MG03,,False
U2-S21-EXITTICKETC-03,Exit Ticket C,2.1,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_evidence,ETC-3,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed response,U2-MG03,,False
U2-S21-EXITTICKETC-04,Exit Ticket C,2.1,"Recognize constant rate of change and represent linear relationships with tables, graphs, equations, slope, and starting value.",mastery_evidence,ETC-4,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed response,U2-MG03,,False
U2-S22-WTC-01,WTC,2.2,I can use key features of a line to interpret a relationship.,wtc_graph_features,shared-savings-graph,WTC-FRQ-PREVIEW-01,Graph + Context,constructed response,,,False
U2-S22-NOTESEXAMPLE-01,Notes Example,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,Notes Example-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-NOTESYTI-01,Notes YTI,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,Notes YTI-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-NOTESEXAMPLE-02,Notes Example,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,Notes Example-2,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-NOTESYTI-02,Notes YTI,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,Notes YTI-2,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-NOTESEXAMPLE-03,Notes Example,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,Notes Example-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-NOTESYTI-03,Notes YTI,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,Notes YTI-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-NOTESEXAMPLE-04,Notes Example,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,Notes Example-4,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-NOTESYTI-04,Notes YTI,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,Notes YTI-4,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-NOTESEXAMPLE-05,Notes Example,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,Notes Example-5,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-NOTESYTI-05,Notes YTI,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,Notes YTI-5,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-NOTESEXAMPLE-06,Notes Example,2.2,I can use key features of a line to interpret a relationship.,scale_error,Notes Example-6,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-NOTESYTI-06,Notes YTI,2.2,I can use key features of a line to interpret a relationship.,scale_error,Notes YTI-6,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-PRACTICESET1-01,Practice Set 1,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,F1-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-PRACTICESET1-02,Practice Set 1,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,F1-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-PRACTICESET1-03,Practice Set 1,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,F1-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-PRACTICESET1-04,Practice Set 1,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,F1-1,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-PRACTICESET1-05,Practice Set 1,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,F1-2,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-PRACTICESET1-06,Practice Set 1,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,F1-3,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-PRACTICESET1-07,Practice Set 1,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,F1-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-PRACTICESET1-08,Practice Set 1,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,F1-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-PRACTICESET1-09,Practice Set 1,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,F1-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-PRACTICESET1-10,Practice Set 1,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,F1-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-PRACTICESET1-11,Practice Set 1,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,F1-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-PRACTICESET1-12,Practice Set 1,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,F1-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-PRACTICESET1-13,Practice Set 1,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,F1-1,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-PRACTICESET1-14,Practice Set 1,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,F1-2,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-PRACTICESET1-15,Practice Set 1,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,F1-3,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-PRACTICESET1-16,Practice Set 1,2.2,I can use key features of a line to interpret a relationship.,scale_error,F1-1,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-PRACTICESET1-17,Practice Set 1,2.2,I can use key features of a line to interpret a relationship.,scale_error,F1-2,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-PRACTICESET1-18,Practice Set 1,2.2,I can use key features of a line to interpret a relationship.,scale_error,F1-3,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-PRACTICESET1-19,Practice Set 1,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,F1-R1,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-PRACTICESET1-20,Practice Set 1,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,F1-R2,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-PRACTICESET1-21,Practice Set 1,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,F1-R3,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-PRACTICESET1-22,Practice Set 1,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,F1-M1,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-PRACTICESET1-23,Practice Set 1,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,F1-M2,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-PRACTICESET1-24,Practice Set 1,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,F1-M3,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-PRACTICESET2-01,Practice Set 2,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,F2-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-PRACTICESET2-02,Practice Set 2,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,F2-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-PRACTICESET2-03,Practice Set 2,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,F2-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-PRACTICESET2-04,Practice Set 2,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,F2-1,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-PRACTICESET2-05,Practice Set 2,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,F2-2,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-PRACTICESET2-06,Practice Set 2,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,F2-3,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-PRACTICESET2-07,Practice Set 2,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,F2-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-PRACTICESET2-08,Practice Set 2,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,F2-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-PRACTICESET2-09,Practice Set 2,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,F2-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-PRACTICESET2-10,Practice Set 2,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,F2-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-PRACTICESET2-11,Practice Set 2,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,F2-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-PRACTICESET2-12,Practice Set 2,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,F2-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-PRACTICESET2-13,Practice Set 2,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,F2-1,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-PRACTICESET2-14,Practice Set 2,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,F2-2,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-PRACTICESET2-15,Practice Set 2,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,F2-3,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-PRACTICESET2-16,Practice Set 2,2.2,I can use key features of a line to interpret a relationship.,scale_error,F2-1,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-PRACTICESET2-17,Practice Set 2,2.2,I can use key features of a line to interpret a relationship.,scale_error,F2-2,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-PRACTICESET2-18,Practice Set 2,2.2,I can use key features of a line to interpret a relationship.,scale_error,F2-3,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-PRACTICESET2-19,Practice Set 2,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,F2-R1,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-PRACTICESET2-20,Practice Set 2,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,F2-R2,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-PRACTICESET2-21,Practice Set 2,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,F2-R3,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-PRACTICESET2-22,Practice Set 2,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,F2-M1,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-PRACTICESET2-23,Practice Set 2,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,F2-M2,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-PRACTICESET2-24,Practice Set 2,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,F2-M3,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-PRACTICESET3-01,Practice Set 3,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,F3-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-PRACTICESET3-02,Practice Set 3,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,F3-2-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-PRACTICESET3-03,Practice Set 3,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,F3-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-PRACTICESET3-04,Practice Set 3,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,F3-1,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-PRACTICESET3-05,Practice Set 3,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,F3-2,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-PRACTICESET3-06,Practice Set 3,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,F3-3,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-PRACTICESET3-07,Practice Set 3,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,F3-1-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-PRACTICESET3-08,Practice Set 3,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,F3-2-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-PRACTICESET3-09,Practice Set 3,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,F3-3-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-PRACTICESET3-10,Practice Set 3,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,F3-1-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-PRACTICESET3-11,Practice Set 3,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,F3-2-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-PRACTICESET3-12,Practice Set 3,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,F3-3-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-PRACTICESET3-13,Practice Set 3,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,F3-1,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-PRACTICESET3-14,Practice Set 3,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,F3-2,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-PRACTICESET3-15,Practice Set 3,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,F3-3,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-PRACTICESET3-16,Practice Set 3,2.2,I can use key features of a line to interpret a relationship.,scale_error,F3-1-Q3E,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-PRACTICESET3-17,Practice Set 3,2.2,I can use key features of a line to interpret a relationship.,scale_error,F3-2-Q3E,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-PRACTICESET3-18,Practice Set 3,2.2,I can use key features of a line to interpret a relationship.,scale_error,F3-3-Q3E,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-PRACTICESET3-19,Practice Set 3,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,F3-R1-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-PRACTICESET3-20,Practice Set 3,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,F3-R2-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-PRACTICESET3-21,Practice Set 3,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,F3-R3-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-PRACTICESET3-22,Practice Set 3,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,F3-M1-Q3E,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-PRACTICESET3-23,Practice Set 3,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,F3-M2-Q3E,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-PRACTICESET3-24,Practice Set 3,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,F3-M3-Q3E,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-EXTRAPRACTICE-01,Extra Practice,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,F4-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-EXTRAPRACTICE-02,Extra Practice,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,F4-2,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-EXTRAPRACTICE-03,Extra Practice,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,F4-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-EXTRAPRACTICE-04,Extra Practice,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,F4-1,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-EXTRAPRACTICE-05,Extra Practice,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,F4-2,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-EXTRAPRACTICE-06,Extra Practice,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,F4-3,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-EXTRAPRACTICE-07,Extra Practice,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,F4-1-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-EXTRAPRACTICE-08,Extra Practice,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,F4-2-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-EXTRAPRACTICE-09,Extra Practice,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,F4-3-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-EXTRAPRACTICE-10,Extra Practice,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,F4-1-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-EXTRAPRACTICE-11,Extra Practice,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,F4-2-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-EXTRAPRACTICE-12,Extra Practice,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,F4-3-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-EXTRAPRACTICE-13,Extra Practice,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,F4-1,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-EXTRAPRACTICE-14,Extra Practice,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,F4-2,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-EXTRAPRACTICE-15,Extra Practice,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,F4-3,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-EXTRAPRACTICE-16,Extra Practice,2.2,I can use key features of a line to interpret a relationship.,scale_error,F4-1-Q3E,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-EXTRAPRACTICE-17,Extra Practice,2.2,I can use key features of a line to interpret a relationship.,scale_error,F4-2-Q3E,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-EXTRAPRACTICE-18,Extra Practice,2.2,I can use key features of a line to interpret a relationship.,scale_error,F4-3-Q3E,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-EXTRAPRACTICE-19,Extra Practice,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,F4-R1-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-EXTRAPRACTICE-20,Extra Practice,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,F4-R2-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-EXTRAPRACTICE-21,Extra Practice,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,F4-R3-Q3E,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
U2-S22-EXTRAPRACTICE-22,Extra Practice,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,F4-M1-Q3E,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-EXTRAPRACTICE-23,Extra Practice,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,F4-M2-Q3E,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-EXTRAPRACTICE-24,Extra Practice,2.2,"Interpret and create coordinate-plane graphs, including ordered pairs, axes, scales, and intercepts, in mathematical and contextual situations.",mastery_retrieval,F4-M3-Q3E,PROC-DIRECT-EXECUTE-01,Graph / Ordered Pair,constructed response,U2-MG01,,False
U2-S22-CYU-01,CYU,2.2,I can build graphs of linear functions using slope and intercept information.,graph_from_equation,CYU-1,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph + Equation,constructed response,,,False
U2-S22-CYU-02,CYU,2.2,I can use key features of a line to interpret a relationship.,read_graph_features,CYU-2,GRAPH-INFER-BEHAVIOR-01,Graph,constructed response,,,False
U2-S22-CYU-03,CYU,2.2,I can build graphs of linear functions using slope and intercept information.,table_to_graph,CYU-3,REPTRANS-GRAPH-TABLE-EQUATION-01,Table -> Graph,constructed response,,,False
U2-S22-CYU-04,CYU,2.2,I can use key features of a line to interpret a relationship.,context_to_graph,CYU-4,REPTRANS-GRAPH-TABLE-EQUATION-01,Context -> Graph,constructed response,,,False
U2-S22-CYU-05,CYU,2.2,I can extend a graph to predict outputs within a meaningful range.,graph_prediction,CYU-5,PREDICT-EXTRAPOLATE-MODEL-01,Context Graph,constructed response,,,False
U2-S22-CYU-06,CYU,2.2,I can use key features of a line to interpret a relationship.,scale_error,CYU-6,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Graph / Equation,constructed response,,,False
U2-S22-WARMUP1-01,Warm-Up 1,2.2,"I can build equivalent expressions by using structure, grouping, and properties of operations.",diamond_expression_structure,WU1-Diamond,FACTORPAIR-SUM-PRODUCT-PUZZLE-01,Diagram + Equation,constructed response,,,False
U2-S22-WARMUP1-02,Warm-Up 1,2.2,"I can construct a table, graph, equation, or context from another representation of the same relationship.",review_retrieval,WU1-R1,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation -> Table,constructed response,,,False
