bank_id,destination,section,spiral_stage,i_can,learning_target,question_family_id,variation,task_architecture,representation,response_type,mastery_goal,source_basis,summative_version
U6_S1_P3_24,Practice Set 3,6.1,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.",Students will connect polynomial expressions to quadratic graphs and key features.,m_factors_graph,p3-24,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.5,
U6_S1_EXT_01,Extra Practice,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,p_zero_product,ext-01,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_02,Extra Practice,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,p_zero_product,ext-02,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_03,Extra Practice,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,p_zero_product,ext-03,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_04,Extra Practice,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,p_zero_product,ext-04,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_05,Extra Practice,6.1,Intro,"I can construct factored quadratic equations from given zeros, intercepts, or contextual constraints.",Students will solve quadratic equations using factored form and interpret solutions.,p_construct_factors,ext-05,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_06,Extra Practice,6.1,Intro,"I can construct factored quadratic equations from given zeros, intercepts, or contextual constraints.",Students will solve quadratic equations using factored form and interpret solutions.,p_construct_factors,ext-06,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_07,Extra Practice,6.1,Intro,"I can construct factored quadratic equations from given zeros, intercepts, or contextual constraints.",Students will solve quadratic equations using factored form and interpret solutions.,p_construct_factors,ext-07,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_08,Extra Practice,6.1,Intro,"I can construct factored quadratic equations from given zeros, intercepts, or contextual constraints.",Students will solve quadratic equations using factored form and interpret solutions.,p_construct_factors,ext-08,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_09,Extra Practice,6.1,Intro,I can determine whether solutions make sense in relation to a graph or context.,Students will solve quadratic equations using factored form and interpret solutions.,p_repeated_root,ext-09,FEATURE-EVALUATE-VS-SOLVE-01,Equation + Graph feature,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_10,Extra Practice,6.1,Intro,I can determine whether solutions make sense in relation to a graph or context.,Students will solve quadratic equations using factored form and interpret solutions.,p_repeated_root,ext-10,FEATURE-EVALUATE-VS-SOLVE-01,Equation + Graph feature,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_11,Extra Practice,6.1,Intro,I can determine whether solutions make sense in relation to a graph or context.,Students will solve quadratic equations using factored form and interpret solutions.,p_repeated_root,ext-11,FEATURE-EVALUATE-VS-SOLVE-01,Equation + Graph feature,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_12,Extra Practice,6.1,Intro,I can determine whether solutions make sense in relation to a graph or context.,Students will solve quadratic equations using factored form and interpret solutions.,p_repeated_root,ext-12,FEATURE-EVALUATE-VS-SOLVE-01,Equation + Graph feature,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_13,Extra Practice,6.1,Intro,I can determine whether solutions make sense in relation to a graph or context.,Students will solve quadratic equations using factored form and interpret solutions.,p_graph_roots,ext-13,GRAPH-INFER-BEHAVIOR-01,Graph,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_14,Extra Practice,6.1,Intro,"I can construct factored quadratic equations from given zeros, intercepts, or contextual constraints.",Students will solve quadratic equations using factored form and interpret solutions.,p_table_roots,ext-14,REPTRANS-GRAPH-TABLE-EQUATION-01,Table + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_15,Extra Practice,6.1,Intro,I can determine whether solutions make sense in relation to a graph or context.,Students will solve quadratic equations using factored form and interpret solutions.,p_context_ground_time,ext-15,VERIFY-REASONABLENESS-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_16,Extra Practice,6.1,Intro,I can apply the zero product property to solve quadratic equations in factored form.,Students will solve quadratic equations using factored form and interpret solutions.,p_error_zero_product,ext-16,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation + Prose,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S1_EXT_17,Extra Practice,6.1,Review,I can use factored form to predict zeros and x-intercepts of quadratic graphs.,"Students will connect factors, zeros, intercepts, and graphs of quadratic functions.",r_factored_zeros,ext-17,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph features,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.4,
U6_S1_EXT_18,Extra Practice,6.1,Review,I can formulate quadratic functions in factored form from zeros or intercepts.,"Students will connect factors, zeros, intercepts, and graphs of quadratic functions.",r_zeros_to_factored,ext-18,REPTRANS-GRAPH-TABLE-EQUATION-01,Graph features + Equation,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.4,
U6_S1_EXT_19,Extra Practice,6.1,Review,"I can extend connections among factors, zeros, intercepts, and graph behavior.","Students will connect factors, zeros, intercepts, and graphs of quadratic functions.",r_factor_zero_connection,ext-19,FEATURE-EVALUATE-VS-SOLVE-01,Equation + Graph feature,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.4,
U6_S1_EXT_20,Extra Practice,6.1,Review,"I can extend connections among factors, zeros, intercepts, and graph behavior.","Students will connect factors, zeros, intercepts, and graphs of quadratic functions.",r_verify_factored,ext-20,VERIFY-REASONABLENESS-01,Equation,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.4,
U6_S1_EXT_21,Extra Practice,6.1,Mastery,I can predict graph features from equivalent quadratic expressions.,Students will connect polynomial expressions to quadratic graphs and key features.,m_quad_features,ext-21,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.5,
U6_S1_EXT_22,Extra Practice,6.1,Mastery,"I can critique whether a polynomial expression supports a claimed vertex, intercept, axis of symmetry, or direction of opening.",Students will connect polynomial expressions to quadratic graphs and key features.,m_critique_opening,ext-22,ERROR-CRITIQUE-CLAIM-01,Equation + Prose,constructed/open response,U6-MG04,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.5,
U6_S1_EXT_23,Extra Practice,6.1,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.",Students will connect polynomial expressions to quadratic graphs and key features.,m_vertex_structure,ext-23,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Feature,constructed/open response,U6-MG04,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.5,
U6_S1_EXT_24,Extra Practice,6.1,Mastery,"I can construct connections between polynomial structure, quadratic graphs, and key features.",Students will connect polynomial expressions to quadratic graphs and key features.,m_factors_graph,ext-24,REPTRANS-GRAPH-TABLE-EQUATION-01,Equation + Graph features,constructed/open response,U6-MG04,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.5,
U6_S2_P1_01,Practice Set 1,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,p1-01,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_02,Practice Set 1,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,p1-02,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_03,Practice Set 1,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,p1-03,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_04,Practice Set 1,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,p1-04,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_05,Practice Set 1,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,p1-05,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_06,Practice Set 1,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,p1-06,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_07,Practice Set 1,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,p1-07,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_08,Practice Set 1,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,p1-08,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_09,Practice Set 1,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,p1-09,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_10,Practice Set 1,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,p1-10,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_11,Practice Set 1,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,p1-11,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_12,Practice Set 1,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,p1-12,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_13,Practice Set 1,6.2,Intro,I can predict how completing the square reveals the vertex and symmetry of a quadratic function.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_graph_vertex,p1-13,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Graph,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_14,Practice Set 1,6.2,Intro,I can predict how completing the square reveals the vertex and symmetry of a quadratic function.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_table_symmetry,p1-14,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_15,Practice Set 1,6.2,Intro,I can predict how completing the square reveals the vertex and symmetry of a quadratic function.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_context,p1-15,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_16,Practice Set 1,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_error_balance_square,p1-16,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation + Prose,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P1_17,Practice Set 1,6.2,Review,I can construct equivalent quadratic forms to reveal different key features.,"Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_forms_equivalent,p1-17,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
U6_S2_P1_18,Practice Set 1,6.2,Review,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.","Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_form_feature,p1-18,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Feature,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
U6_S2_P1_19,Practice Set 1,6.2,Review,I can critique which quadratic form best supports a given question or context.,"Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_choose_form,p1-19,COMPARE-EFFICIENCY-CONTEXT-01,Prose + Equation forms,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
U6_S2_P1_20,Practice Set 1,6.2,Review,I can critique which quadratic form best supports a given question or context.,"Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_choose_vertex_form,p1-20,COMPARE-EFFICIENCY-CONTEXT-01,Prose + Equation forms,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
U6_S2_P1_21,Practice Set 1,6.2,Mastery,"I can predict how changing values in an equation moves a graph left, right, up, or down.",Students will graph and write translated functions using key points and key features.,m_translation_read,p1-21,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph transformation,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.2,
U6_S2_P1_22,Practice Set 1,6.2,Mastery,I can use horizontal and vertical shifts to write equations for translated functions.,Students will graph and write translated functions using key points and key features.,m_translation_write,p1-22,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Equation,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.2,
U6_S2_P1_23,Practice Set 1,6.2,Mastery,I can build translated graphs by moving key points and key features from a parent function.,Students will graph and write translated functions using key points and key features.,m_keypoint_translate,p1-23,PROC-DIRECT-EXECUTE-01,Coordinate point,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.2,
U6_S2_P1_24,Practice Set 1,6.2,Mastery,"I can predict how changing values in an equation moves a graph left, right, up, or down.",Students will graph and write translated functions using key points and key features.,m_horizontal_sign,p1-24,ARGUE-JUSTIFY-GENERAL-CASE-01,Equation + Prose,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.2,
U6_S2_P2_01,Practice Set 2,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,p2-01,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_02,Practice Set 2,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,p2-02,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_03,Practice Set 2,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,p2-03,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_04,Practice Set 2,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,p2-04,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_05,Practice Set 2,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,p2-05,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_06,Practice Set 2,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,p2-06,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_07,Practice Set 2,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,p2-07,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_08,Practice Set 2,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,p2-08,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_09,Practice Set 2,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,p2-09,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_10,Practice Set 2,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,p2-10,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_11,Practice Set 2,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,p2-11,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_12,Practice Set 2,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,p2-12,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_13,Practice Set 2,6.2,Intro,I can predict how completing the square reveals the vertex and symmetry of a quadratic function.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_graph_vertex,p2-13,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Graph,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_14,Practice Set 2,6.2,Intro,I can predict how completing the square reveals the vertex and symmetry of a quadratic function.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_table_symmetry,p2-14,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Table,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_15,Practice Set 2,6.2,Intro,I can predict how completing the square reveals the vertex and symmetry of a quadratic function.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_context,p2-15,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Context + Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_16,Practice Set 2,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_error_balance_square,p2-16,ERROR-DIAGNOSE-WORKED-SOLUTION-01,Equation + Prose,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P2_17,Practice Set 2,6.2,Review,I can construct equivalent quadratic forms to reveal different key features.,"Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_forms_equivalent,p2-17,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
U6_S2_P2_18,Practice Set 2,6.2,Review,"I can interpret standard, vertex, and factored forms to read key features of quadratic functions.","Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_form_feature,p2-18,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Feature,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
U6_S2_P2_19,Practice Set 2,6.2,Review,I can critique which quadratic form best supports a given question or context.,"Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_choose_form,p2-19,COMPARE-EFFICIENCY-CONTEXT-01,Prose + Equation forms,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
U6_S2_P2_20,Practice Set 2,6.2,Review,I can critique which quadratic form best supports a given question or context.,"Students will compare standard, vertex, and factored forms of quadratic functions and determine which form best reveals key features.",r_choose_vertex_form,p2-20,COMPARE-EFFICIENCY-CONTEXT-01,Prose + Equation forms,constructed/open response,,Unit 6 Assessment Plan spiral Review route + Algebra 1 Framework source section 5.5,
U6_S2_P2_21,Practice Set 2,6.2,Mastery,"I can predict how changing values in an equation moves a graph left, right, up, or down.",Students will graph and write translated functions using key points and key features.,m_translation_read,p2-21,FEATURE-IDENTIFY-FROM-REPRESENTATION-01,Equation + Graph transformation,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.2,
U6_S2_P2_22,Practice Set 2,6.2,Mastery,I can use horizontal and vertical shifts to write equations for translated functions.,Students will graph and write translated functions using key points and key features.,m_translation_write,p2-22,REPTRANS-TRANSLATE-VERBAL-SYMBOLIC-01,Equation,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.2,
U6_S2_P2_23,Practice Set 2,6.2,Mastery,I can build translated graphs by moving key points and key features from a parent function.,Students will graph and write translated functions using key points and key features.,m_keypoint_translate,p2-23,PROC-DIRECT-EXECUTE-01,Coordinate point,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.2,
U6_S2_P2_24,Practice Set 2,6.2,Mastery,"I can predict how changing values in an equation moves a graph left, right, up, or down.",Students will graph and write translated functions using key points and key features.,m_horizontal_sign,p2-24,ARGUE-JUSTIFY-GENERAL-CASE-01,Equation + Prose,constructed/open response,U6-MG02,Unit 6 Assessment Plan spiral Mastery route + Algebra 1 Framework source section 4.2,
U6_S2_P3_01,Practice Set 3,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,p3-01,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_02,Practice Set 3,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,p3-02,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_03,Practice Set 3,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,p3-03,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_04,Practice Set 3,6.2,Intro,I can build perfect-square trinomials by adding the needed constant term.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_square_constant,p3-04,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_05,Practice Set 3,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,p3-05,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_06,Practice Set 3,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,p3-06,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_07,Practice Set 3,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,p3-07,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_08,Practice Set 3,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_complete_solve,p3-08,PROC-DIRECT-EXECUTE-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_09,Practice Set 3,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,p3-09,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_10,Practice Set 3,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,p3-10,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
U6_S2_P3_11,Practice Set 3,6.2,Intro,I can use completing the square to solve quadratic equations and write equivalent vertex-form expressions.,Students will solve quadratic equations by completing the square and connect the process to vertex form.,p_vertex_rewrite,p3-11,PROC-MULTISTEP-CHAIN-01,Equation,constructed/open response,,Unit 6 Assessment Plan + Algebra 1 Framework v6.34,
